Player_name,Img,Back_no,Position,Height/Weight,Record
최주환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76267.jpg,53,내야수(우투좌타),177cm/73kg,"[{'Year': '2006', 'Team': '두산', 'Avg': '0.000', 'Hit': '0', 'HomeRun': '0'}, {'Year': '2007', 'Team': '두산', 'Avg': '0.000', 'Hit': '0', 'HomeRun': '0'}, {'Year': '2008', 'Team': '두산', 'Avg': '0.267', 'Hit': '4', 'HomeRun': '0'}, {'Year': '2009', 'Team': '두산', 'Avg': '0.000', 'Hit': '0', 'HomeRun': '0'}, {'Year': '2012', 'Team': '두산', 'Avg': '0.271', 'Hit': '57', 'HomeRun': '2'}, {'Year': '2013', 'Team': '두산', 'Avg': '0.297', 'Hit': '27', 'HomeRun': '2'}, {'Year': '2014', 'Team': '두산', 'Avg': '0.280', 'Hit': '53', 'HomeRun': '4'}, {'Year': '2015', 'Team': '두산', 'Avg': '0.282', 'Hit': '67', 'HomeRun': '5'}, {'Year': '2016', 'Team': '두산', 'Avg': '0.281', 'Hit': '45', 'HomeRun': '2'}, {'Year': '2017', 'Team': '두산', 'Avg': '0.301', 'Hit': '120', 'HomeRun': '7'}, {'Year': '2018', 'Team': '두산', 'Avg': '0.333', 'Hit': '173', 'HomeRun': '26'}, {'Year': '2019', 'Team': '두산', 'Avg': '0.277', 'Hit': '79', 'HomeRun': '4'}, {'Year': '2020', 'Team': '두산', 'Avg': '0.306', 'Hit': '156', 'HomeRun': '16'}, {'Year': '2021', 'Team': 'SSG', 'Avg': '0.256', 'Hit': '104', 'HomeRun': '18'}, {'Year': '2022', 'Team': 'SSG', 'Avg': '0.211', 'Hit': '63', 'HomeRun': '9'}, {'Year': '2023', 'Team': 'SSG', 'Avg': '0.235', 'Hit': '100', 'HomeRun': '20'}, {'Year': '2024', 'Team': '키움', 'Avg': '0.257', 'Hit': '124', 'HomeRun': '13'}, {'Year': '2025', 'Team': '키움', 'Avg': '0.262', 'Hit': '79', 'HomeRun': '6'}, {'Avg': '0.275', 'Hit': '1251', 'HomeRun': '254'}]"
카디네스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54444.jpg,4,외야수(우투우타),185cm/93kg,"[{'Year': '2024', 'Team': '삼성', 'Avg': '0.333', 'Hit': '8', 'HomeRun': '2'}, {'Year': '2025', 'Team': '키움', 'Avg': '0.238', 'Hit': '45', 'HomeRun': '5'}, {'Avg': '0.249', 'Hit': '53', 'HomeRun': '10'}]"
플로리얼,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/55734.jpg,34,외야수(우투좌타),185cm/88kg,"[{'Year': '2025', 'Team': '한화', 'Avg': '0.271', 'Hit': '70', 'HomeRun': '8'}, {'Avg': '0.271', 'Hit': '70', 'HomeRun': '18'}]"
심우준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64006.jpg,2,내야수(우투우타),183cm/75kg,"[{'Year': '2015', 'Team': 'KT', 'Avg': '0.169', 'Hit': '24', 'HomeRun': '1'}, {'Year': '2016', 'Team': 'KT', 'Avg': '0.242', 'Hit': '57', 'HomeRun': '3'}, {'Year': '2017', 'Team': 'KT', 'Avg': '0.287', 'Hit': '82', 'HomeRun': '4'}, {'Year': '2018', 'Team': 'KT', 'Avg': '0.259', 'Hit': '95', 'HomeRun': '4'}, {'Year': '2019', 'Team': 'KT', 'Avg': '0.279', 'Hit': '109', 'HomeRun': '3'}, {'Year': '2020', 'Team': 'KT', 'Avg': '0.235', 'Hit': '112', 'HomeRun': '3'}, {'Year': '2021', 'Team': 'KT', 'Avg': '0.268', 'Hit': '109', 'HomeRun': '6'}, {'Year': '2022', 'Team': 'KT', 'Avg': '0.240', 'Hit': '93', 'HomeRun': '4'}, {'Year': '2024', 'Team': 'KT', 'Avg': '0.266', 'Hit': '45', 'HomeRun': '3'}, {'Year': '2025', 'Team': '한화', 'Avg': '0.175', 'Hit': '20', 'HomeRun': '1'}, {'Avg': '0.251', 'Hit': '746', 'HomeRun': '118'}]"
안치홍,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/79608.jpg,3,내야수(우투우타),178cm/97kg,"[{'Year': '2009', 'Team': 'KIA', 'Avg': '0.235', 'Hit': '87', 'HomeRun': '14'}, {'Year': '2010', 'Team': 'KIA', 'Avg': '0.291', 'Hit': '134', 'HomeRun': '8'}, {'Year': '2011', 'Team': 'KIA', 'Avg': '0.315', 'Hit': '119', 'HomeRun': '5'}, {'Year': '2012', 'Team': 'KIA', 'Avg': '0.288', 'Hit': '141', 'HomeRun': '3'}, {'Year': '2013', 'Team': 'KIA', 'Avg': '0.249', 'Hit': '103', 'HomeRun': '3'}, {'Year': '2014', 'Team': 'KIA', 'Avg': '0.339', 'Hit': '147', 'HomeRun': '18'}, {'Year': '2016', 'Team': 'KIA', 'Avg': '0.222', 'Hit': '8', 'HomeRun': '0'}, {'Year': '2017', 'Team': 'KIA', 'Avg': '0.316', 'Hit': '154', 'HomeRun': '21'}, {'Year': '2018', 'Team': 'KIA', 'Avg': '0.342', 'Hit': '169', 'HomeRun': '23'}, {'Year': '2019', 'Team': 'KIA', 'Avg': '0.315', 'Hit': '114', 'HomeRun': '5'}, {'Year': '2020', 'Team': '롯데', 'Avg': '0.286', 'Hit': '118', 'HomeRun': '8'}, {'Year': '2021', 'Team': '롯데', 'Avg': '0.306', 'Hit': '129', 'HomeRun': '10'}, {'Year': '2022', 'Team': '롯데', 'Avg': '0.284', 'Hit': '140', 'HomeRun': '14'}, {'Year': '2023', 'Team': '롯데', 'Avg': '0.292', 'Hit': '124', 'HomeRun': '8'}, {'Year': '2024', 'Team': '한화', 'Avg': '0.300', 'Hit': '142', 'HomeRun': '13'}, {'Year': '2025', 'Team': '한화', 'Avg': '0.155', 'Hit': '18', 'HomeRun': '1'}, {'Avg': '0.295', 'Hit': '1847', 'HomeRun': '348'}]"
노시환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69737.jpg,8,내야수(우투우타),185cm/105kg,"[{'Year': '2019', 'Team': '한화', 'Avg': '0.186', 'Hit': '33', 'HomeRun': '1'}, {'Year': '2020', 'Team': '한화', 'Avg': '0.220', 'Hit': '76', 'HomeRun': '12'}, {'Year': '2021', 'Team': '한화', 'Avg': '0.271', 'Hit': '103', 'HomeRun': '18'}, {'Year': '2022', 'Team': '한화', 'Avg': '0.281', 'Hit': '122', 'HomeRun': '6'}, {'Year': '2023', 'Team': '한화', 'Avg': '0.298', 'Hit': '153', 'HomeRun': '31'}, {'Year': '2024', 'Team': '한화', 'Avg': '0.272', 'Hit': '143', 'HomeRun': '24'}, {'Year': '2025', 'Team': '한화', 'Avg': '0.227', 'Hit': '70', 'HomeRun': '15'}, {'Avg': '0.261', 'Hit': '700', 'HomeRun': '131'}]"
채은성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/79192.jpg,22,내야수(우투우타),186cm/92kg,"[{'Year': '2014', 'Team': 'LG', 'Avg': '0.277', 'Hit': '44', 'HomeRun': '1'}, {'Year': '2015', 'Team': 'LG', 'Avg': '0.249', 'Hit': '43', 'HomeRun': '4'}, {'Year': '2016', 'Team': 'LG', 'Avg': '0.313', 'Hit': '126', 'HomeRun': '9'}, {'Year': '2017', 'Team': 'LG', 'Avg': '0.267', 'Hit': '89', 'HomeRun': '2'}, {'Year': '2018', 'Team': 'LG', 'Avg': '0.331', 'Hit': '175', 'HomeRun': '25'}, {'Year': '2019', 'Team': 'LG', 'Avg': '0.315', 'Hit': '148', 'HomeRun': '12'}, {'Year': '2020', 'Team': 'LG', 'Avg': '0.293', 'Hit': '122', 'HomeRun': '15'}, {'Year': '2021', 'Team': 'LG', 'Avg': '0.276', 'Hit': '107', 'HomeRun': '16'}, {'Year': '2022', 'Team': 'LG', 'Avg': '0.296', 'Hit': '138', 'HomeRun': '12'}, {'Year': '2023', 'Team': '한화', 'Avg': '0.263', 'Hit': '137', 'HomeRun': '23'}, {'Year': '2024', 'Team': '한화', 'Avg': '0.271', 'Hit': '118', 'HomeRun': '20'}, {'Year': '2025', 'Team': '한화', 'Avg': '0.288', 'Hit': '79', 'HomeRun': '12'}, {'Avg': '0.290', 'Hit': '1326', 'HomeRun': '230'}]"
김태연,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66704.jpg,25,외야수(우투우타),178cm/96kg,"[{'Year': '2017', 'Team': '한화', 'Avg': '0.048', 'Hit': '1', 'HomeRun': '1'}, {'Year': '2018', 'Team': '한화', 'Avg': '0.192', 'Hit': '5', 'HomeRun': '0'}, {'Year': '2019', 'Team': '한화', 'Avg': '0.250', 'Hit': '1', 'HomeRun': '0'}, {'Year': '2021', 'Team': '한화', 'Avg': '0.301', 'Hit': '53', 'HomeRun': '3'}, {'Year': '2022', 'Team': '한화', 'Avg': '0.240', 'Hit': '97', 'HomeRun': '7'}, {'Year': '2023', 'Team': '한화', 'Avg': '0.261', 'Hit': '64', 'HomeRun': '4'}, {'Year': '2024', 'Team': '한화', 'Avg': '0.291', 'Hit': '120', 'HomeRun': '12'}, {'Year': '2025', 'Team': '한화', 'Avg': '0.225', 'Hit': '40', 'HomeRun': '1'}, {'Avg': '0.260', 'Hit': '381', 'HomeRun': '75'}]"
최인호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50707.jpg,41,외야수(우투좌타),178cm/82kg,"[{'Year': '2020', 'Team': '한화', 'Avg': '0.236', 'Hit': '30', 'HomeRun': '0'}, {'Year': '2021', 'Team': '한화', 'Avg': '0.206', 'Hit': '28', 'HomeRun': '4'}, {'Year': '2023', 'Team': '한화', 'Avg': '0.298', 'Hit': '39', 'HomeRun': '2'}, {'Year': '2024', 'Team': '한화', 'Avg': '0.286', 'Hit': '60', 'HomeRun': '2'}, {'Year': '2025', 'Team': '한화', 'Avg': '0.255', 'Hit': '27', 'HomeRun': '1'}, {'Avg': '0.259', 'Hit': '184', 'HomeRun': '30'}]"
최재훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/78288.jpg,13,포수(우투우타),178cm/94kg,"[{'Year': '2008', 'Team': '두산', 'Avg': '-', 'Hit': '0', 'HomeRun': '0'}, {'Year': '2012', 'Team': '두산', 'Avg': '0.209', 'Hit': '19', 'HomeRun': '1'}, {'Year': '2013', 'Team': '두산', 'Avg': '0.270', 'Hit': '24', 'HomeRun': '2'}, {'Year': '2014', 'Team': '두산', 'Avg': '0.241', 'Hit': '27', 'HomeRun': '1'}, {'Year': '2015', 'Team': '두산', 'Avg': '0.152', 'Hit': '15', 'HomeRun': '0'}, {'Year': '2016', 'Team': '두산', 'Avg': '0.167', 'Hit': '3', 'HomeRun': '0'}, {'Year': '2017', 'Team': '한화', 'Avg': '0.257', 'Hit': '69', 'HomeRun': '1'}, {'Year': '2018', 'Team': '한화', 'Avg': '0.262', 'Hit': '78', 'HomeRun': '1'}, {'Year': '2019', 'Team': '한화', 'Avg': '0.290', 'Hit': '108', 'HomeRun': '3'}, {'Year': '2020', 'Team': '한화', 'Avg': '0.301', 'Hit': '102', 'HomeRun': '3'}, {'Year': '2021', 'Team': '한화', 'Avg': '0.275', 'Hit': '103', 'HomeRun': '7'}, {'Year': '2022', 'Team': '한화', 'Avg': '0.223', 'Hit': '81', 'HomeRun': '5'}, {'Year': '2023', 'Team': '한화', 'Avg': '0.248', 'Hit': '81', 'HomeRun': '1'}, {'Year': '2024', 'Team': '한화', 'Avg': '0.257', 'Hit': '72', 'HomeRun': '4'}, {'Year': '2025', 'Team': '한화', 'Avg': '0.302', 'Hit': '42', 'HomeRun': '0'}, {'Avg': '0.260', 'Hit': '824', 'HomeRun': '146'}]"
황영묵,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54795.jpg,95,내야수(우투좌타),177cm/80kg,"[{'Year': '2024', 'Team': '한화', 'Avg': '0.301', 'Hit': '105', 'HomeRun': '3'}, {'Year': '2025', 'Team': '한화', 'Avg': '0.232', 'Hit': '43', 'HomeRun': '1'}, {'Avg': '0.277', 'Hit': '148', 'HomeRun': '19'}]"
이진영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66657.jpg,10,외야수(우투우타),183cm/89kg,"[{'Year': '2016', 'Team': 'KIA', 'Avg': '0.138', 'Hit': '4', 'HomeRun': '0'}, {'Year': '2017', 'Team': 'KIA', 'Avg': '0.400', 'Hit': '2', 'HomeRun': '0'}, {'Year': '2019', 'Team': 'KIA', 'Avg': '0.133', 'Hit': '2', 'HomeRun': '0'}, {'Year': '2020', 'Team': 'KIA', 'Avg': '0.227', 'Hit': '5', 'HomeRun': '0'}, {'Year': '2021', 'Team': 'KIA', 'Avg': '0.200', 'Hit': '8', 'HomeRun': '2'}, {'Year': '2022', 'Team': '한화', 'Avg': '0.200', 'Hit': '44', 'HomeRun': '8'}, {'Year': '2023', 'Team': '한화', 'Avg': '0.249', 'Hit': '89', 'HomeRun': '10'}, {'Year': '2024', 'Team': '한화', 'Avg': '0.204', 'Hit': '19', 'HomeRun': '1'}, {'Year': '2025', 'Team': '한화', 'Avg': '0.280', 'Hit': '60', 'HomeRun': '7'}, {'Avg': '0.234', 'Hit': '233', 'HomeRun': '54'}]"
데이비슨,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54944.jpg,24,내야수(우투우타),190cm/104kg,"[{'Year': '2024', 'Team': 'NC', 'Avg': '0.306', 'Hit': '154', 'HomeRun': '46'}, {'Year': '2025', 'Team': 'NC', 'Avg': '0.320', 'Hit': '66', 'HomeRun': '16'}, {'Avg': '0.310', 'Hit': '220', 'HomeRun': '34'}]"
김형준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68912.jpg,25,포수(우투우타),187cm/98kg,"[{'Year': '2018', 'Team': 'NC', 'Avg': '0.160', 'Hit': '13', 'HomeRun': '0'}, {'Year': '2019', 'Team': 'NC', 'Avg': '0.224', 'Hit': '24', 'HomeRun': '2'}, {'Year': '2020', 'Team': 'NC', 'Avg': '0.306', 'Hit': '22', 'HomeRun': '3'}, {'Year': '2023', 'Team': 'NC', 'Avg': '0.236', 'Hit': '17', 'HomeRun': '6'}, {'Year': '2024', 'Team': 'NC', 'Avg': '0.195', 'Hit': '69', 'HomeRun': '17'}, {'Year': '2025', 'Team': 'NC', 'Avg': '0.222', 'Hit': '44', 'HomeRun': '12'}, {'Avg': '0.214', 'Hit': '189', 'HomeRun': '27'}]"
박민우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62907.jpg,2,내야수(우투좌타),185cm/80kg,"[{'Year': '2013', 'Team': 'NC', 'Avg': '0.268', 'Hit': '11', 'HomeRun': '0'}, {'Year': '2014', 'Team': 'NC', 'Avg': '0.298', 'Hit': '124', 'HomeRun': '1'}, {'Year': '2015', 'Team': 'NC', 'Avg': '0.304', 'Hit': '158', 'HomeRun': '3'}, {'Year': '2016', 'Team': 'NC', 'Avg': '0.343', 'Hit': '149', 'HomeRun': '3'}, {'Year': '2017', 'Team': 'NC', 'Avg': '0.363', 'Hit': '141', 'HomeRun': '3'}, {'Year': '2018', 'Team': 'NC', 'Avg': '0.324', 'Hit': '133', 'HomeRun': '5'}, {'Year': '2019', 'Team': 'NC', 'Avg': '0.344', 'Hit': '161', 'HomeRun': '1'}, {'Year': '2020', 'Team': 'NC', 'Avg': '0.345', 'Hit': '161', 'HomeRun': '8'}, {'Year': '2021', 'Team': 'NC', 'Avg': '0.261', 'Hit': '47', 'HomeRun': '1'}, {'Year': '2022', 'Team': 'NC', 'Avg': '0.267', 'Hit': '104', 'HomeRun': '4'}, {'Year': '2023', 'Team': 'NC', 'Avg': '0.316', 'Hit': '143', 'HomeRun': '2'}, {'Year': '2024', 'Team': 'NC', 'Avg': '0.328', 'Hit': '150', 'HomeRun': '8'}, {'Year': '2025', 'Team': 'NC', 'Avg': '0.322', 'Hit': '85', 'HomeRun': '1'}, {'Avg': '0.321', 'Hit': '1567', 'HomeRun': '257'}]"
권희동,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63963.jpg,36,외야수(우투우타),177cm/85kg,"[{'Year': '2013', 'Team': 'NC', 'Avg': '0.203', 'Hit': '71', 'HomeRun': '15'}, {'Year': '2014', 'Team': 'NC', 'Avg': '0.285', 'Hit': '63', 'HomeRun': '7'}, {'Year': '2016', 'Team': 'NC', 'Avg': '0.268', 'Hit': '11', 'HomeRun': '1'}, {'Year': '2017', 'Team': 'NC', 'Avg': '0.286', 'Hit': '135', 'HomeRun': '19'}, {'Year': '2018', 'Team': 'NC', 'Avg': '0.283', 'Hit': '97', 'HomeRun': '8'}, {'Year': '2019', 'Team': 'NC', 'Avg': '0.256', 'Hit': '89', 'HomeRun': '6'}, {'Year': '2020', 'Team': 'NC', 'Avg': '0.260', 'Hit': '90', 'HomeRun': '12'}, {'Year': '2021', 'Team': 'NC', 'Avg': '0.263', 'Hit': '35', 'HomeRun': '8'}, {'Year': '2022', 'Team': 'NC', 'Avg': '0.227', 'Hit': '54', 'HomeRun': '5'}, {'Year': '2023', 'Team': 'NC', 'Avg': '0.285', 'Hit': '88', 'HomeRun': '7'}, {'Year': '2024', 'Team': 'NC', 'Avg': '0.300', 'Hit': '125', 'HomeRun': '13'}, {'Year': '2025', 'Team': 'NC', 'Avg': '0.249', 'Hit': '52', 'HomeRun': '3'}, {'Avg': '0.266', 'Hit': '910', 'HomeRun': '164'}]"
김주원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51907.jpg,7,내야수(우투양타),185cm/83kg,"[{'Year': '2021', 'Team': 'NC', 'Avg': '0.241', 'Hit': '40', 'HomeRun': '5'}, {'Year': '2022', 'Team': 'NC', 'Avg': '0.223', 'Hit': '61', 'HomeRun': '10'}, {'Year': '2023', 'Team': 'NC', 'Avg': '0.233', 'Hit': '94', 'HomeRun': '10'}, {'Year': '2024', 'Team': 'NC', 'Avg': '0.252', 'Hit': '97', 'HomeRun': '9'}, {'Year': '2025', 'Team': 'NC', 'Avg': '0.261', 'Hit': '78', 'HomeRun': '5'}, {'Avg': '0.242', 'Hit': '370', 'HomeRun': '55'}]"
오영수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68904.jpg,34,내야수(우투좌타),178cm/93kg,"[{'Year': '2018', 'Team': 'NC', 'Avg': '0.133', 'Hit': '2', 'HomeRun': '0'}, {'Year': '2019', 'Team': 'NC', 'Avg': '0.125', 'Hit': '1', 'HomeRun': '0'}, {'Year': '2022', 'Team': 'NC', 'Avg': '0.238', 'Hit': '55', 'HomeRun': '6'}, {'Year': '2023', 'Team': 'NC', 'Avg': '0.236', 'Hit': '49', 'HomeRun': '4'}, {'Year': '2024', 'Team': 'NC', 'Avg': '0.200', 'Hit': '6', 'HomeRun': '3'}, {'Year': '2025', 'Team': 'NC', 'Avg': '0.221', 'Hit': '15', 'HomeRun': '2'}, {'Avg': '0.229', 'Hit': '128', 'HomeRun': '21'}]"
손아섭,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/77532.jpg,31,외야수(우투좌타),174cm/84kg,"[{'Year': '2007', 'Team': '롯데', 'Avg': '0.167', 'Hit': '1', 'HomeRun': '0'}, {'Year': '2008', 'Team': '롯데', 'Avg': '0.303', 'Hit': '66', 'HomeRun': '3'}, {'Year': '2009', 'Team': '롯데', 'Avg': '0.186', 'Hit': '16', 'HomeRun': '3'}, {'Year': '2010', 'Team': '롯데', 'Avg': '0.306', 'Hit': '129', 'HomeRun': '11'}, {'Year': '2011', 'Team': '롯데', 'Avg': '0.326', 'Hit': '144', 'HomeRun': '15'}, {'Year': '2012', 'Team': '롯데', 'Avg': '0.314', 'Hit': '158', 'HomeRun': '5'}, {'Year': '2013', 'Team': '롯데', 'Avg': '0.345', 'Hit': '172', 'HomeRun': '11'}, {'Year': '2014', 'Team': '롯데', 'Avg': '0.362', 'Hit': '175', 'HomeRun': '18'}, {'Year': '2015', 'Team': '롯데', 'Avg': '0.317', 'Hit': '141', 'HomeRun': '13'}, {'Year': '2016', 'Team': '롯데', 'Avg': '0.323', 'Hit': '186', 'HomeRun': '16'}, {'Year': '2017', 'Team': '롯데', 'Avg': '0.335', 'Hit': '193', 'HomeRun': '20'}, {'Year': '2018', 'Team': '롯데', 'Avg': '0.329', 'Hit': '182', 'HomeRun': '26'}, {'Year': '2019', 'Team': '롯데', 'Avg': '0.295', 'Hit': '151', 'HomeRun': '10'}, {'Year': '2020', 'Team': '롯데', 'Avg': '0.352', 'Hit': '190', 'HomeRun': '11'}, {'Year': '2021', 'Team': '롯데', 'Avg': '0.319', 'Hit': '173', 'HomeRun': '3'}, {'Year': '2022', 'Team': 'NC', 'Avg': '0.277', 'Hit': '152', 'HomeRun': '4'}, {'Year': '2023', 'Team': 'NC', 'Avg': '0.339', 'Hit': '187', 'HomeRun': '5'}, {'Year': '2024', 'Team': 'NC', 'Avg': '0.285', 'Hit': '95', 'HomeRun': '7'}, {'Year': '2025', 'Team': 'NC', 'Avg': '0.308', 'Hit': '65', 'HomeRun': '0'}, {'Avg': '0.320', 'Hit': '2576', 'HomeRun': '452'}]"
박건우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/79215.jpg,37,외야수(우투우타),184cm/80kg,"[{'Year': '2009', 'Team': '두산', 'Avg': '0.200', 'Hit': '1', 'HomeRun': '0'}, {'Year': '2013', 'Team': '두산', 'Avg': '0.271', 'Hit': '13', 'HomeRun': '1'}, {'Year': '2014', 'Team': '두산', 'Avg': '0.180', 'Hit': '11', 'HomeRun': '0'}, {'Year': '2015', 'Team': '두산', 'Avg': '0.342', 'Hit': '54', 'HomeRun': '5'}, {'Year': '2016', 'Team': '두산', 'Avg': '0.335', 'Hit': '162', 'HomeRun': '20'}, {'Year': '2017', 'Team': '두산', 'Avg': '0.366', 'Hit': '177', 'HomeRun': '20'}, {'Year': '2018', 'Team': '두산', 'Avg': '0.326', 'Hit': '159', 'HomeRun': '12'}, {'Year': '2019', 'Team': '두산', 'Avg': '0.319', 'Hit': '146', 'HomeRun': '10'}, {'Year': '2020', 'Team': '두산', 'Avg': '0.304', 'Hit': '148', 'HomeRun': '14'}, {'Year': '2021', 'Team': '두산', 'Avg': '0.325', 'Hit': '149', 'HomeRun': '6'}, {'Year': '2022', 'Team': 'NC', 'Avg': '0.336', 'Hit': '137', 'HomeRun': '10'}, {'Year': '2023', 'Team': 'NC', 'Avg': '0.319', 'Hit': '146', 'HomeRun': '12'}, {'Year': '2024', 'Team': 'NC', 'Avg': '0.344', 'Hit': '111', 'HomeRun': '13'}, {'Year': '2025', 'Team': 'NC', 'Avg': '0.281', 'Hit': '48', 'HomeRun': '3'}, {'Avg': '0.326', 'Hit': '1462', 'HomeRun': '301'}]"
서호철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69995.jpg,5,내야수(우투우타),179cm/85kg,"[{'Year': '2020', 'Team': 'NC', 'Avg': '0.000', 'Hit': '0', 'HomeRun': '0'}, {'Year': '2022', 'Team': 'NC', 'Avg': '0.205', 'Hit': '40', 'HomeRun': '2'}, {'Year': '2023', 'Team': 'NC', 'Avg': '0.287', 'Hit': '114', 'HomeRun': '5'}, {'Year': '2024', 'Team': 'NC', 'Avg': '0.285', 'Hit': '146', 'HomeRun': '10'}, {'Year': '2025', 'Team': 'NC', 'Avg': '0.281', 'Hit': '38', 'HomeRun': '1'}, {'Avg': '0.271', 'Hit': '338', 'HomeRun': '48'}]"
최정원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69992.jpg,14,내야수(우투좌타),176cm/70kg,"[{'Year': '2020', 'Team': 'NC', 'Avg': '0.275', 'Hit': '11', 'HomeRun': '0'}, {'Year': '2021', 'Team': 'NC', 'Avg': '0.283', 'Hit': '60', 'HomeRun': '0'}, {'Year': '2023', 'Team': 'NC', 'Avg': '0.260', 'Hit': '13', 'HomeRun': '0'}, {'Year': '2024', 'Team': 'NC', 'Avg': '0.282', 'Hit': '37', 'HomeRun': '1'}, {'Year': '2025', 'Team': 'NC', 'Avg': '0.235', 'Hit': '12', 'HomeRun': '0'}, {'Avg': '0.275', 'Hit': '133', 'HomeRun': '17'}]"
이지영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/79456.jpg,59,포수(우투우타),177cm/88kg,"[{'Year': '2009', 'Team': '삼성', 'Avg': '0.214', 'Hit': '6', 'HomeRun': '0'}, {'Year': '2012', 'Team': '삼성', 'Avg': '0.304', 'Hit': '41', 'HomeRun': '0'}, {'Year': '2013', 'Team': '삼성', 'Avg': '0.239', 'Hit': '64', 'HomeRun': '0'}, {'Year': '2014', 'Team': '삼성', 'Avg': '0.278', 'Hit': '74', 'HomeRun': '3'}, {'Year': '2015', 'Team': '삼성', 'Avg': '0.305', 'Hit': '110', 'HomeRun': '1'}, {'Year': '2016', 'Team': '삼성', 'Avg': '0.297', 'Hit': '116', 'HomeRun': '7'}, {'Year': '2017', 'Team': '삼성', 'Avg': '0.238', 'Hit': '72', 'HomeRun': '0'}, {'Year': '2018', 'Team': '삼성', 'Avg': '0.343', 'Hit': '61', 'HomeRun': '2'}, {'Year': '2019', 'Team': '키움', 'Avg': '0.282', 'Hit': '87', 'HomeRun': '1'}, {'Year': '2020', 'Team': '키움', 'Avg': '0.309', 'Hit': '81', 'HomeRun': '0'}, {'Year': '2021', 'Team': '키움', 'Avg': '0.275', 'Hit': '64', 'HomeRun': '0'}, {'Year': '2022', 'Team': '키움', 'Avg': '0.267', 'Hit': '112', 'HomeRun': '2'}, {'Year': '2023', 'Team': '키움', 'Avg': '0.249', 'Hit': '54', 'HomeRun': '0'}, {'Year': '2024', 'Team': 'SSG', 'Avg': '0.279', 'Hit': '111', 'HomeRun': '5'}, {'Year': '2025', 'Team': 'SSG', 'Avg': '0.230', 'Hit': '26', 'HomeRun': '1'}, {'Avg': '0.278', 'Hit': '1079', 'HomeRun': '114'}]"
최준우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68868.jpg,7,내야수(우투좌타),176cm/78kg,"[{'Year': '2019', 'Team': 'SK', 'Avg': '0.212', 'Hit': '7', 'HomeRun': '0'}, {'Year': '2020', 'Team': 'SK', 'Avg': '0.236', 'Hit': '43', 'HomeRun': '3'}, {'Year': '2022', 'Team': 'SSG', 'Avg': '0.250', 'Hit': '3', 'HomeRun': '0'}, {'Year': '2023', 'Team': 'SSG', 'Avg': '0.267', 'Hit': '16', 'HomeRun': '0'}, {'Year': '2024', 'Team': 'SSG', 'Avg': '0.240', 'Hit': '6', 'HomeRun': '0'}, {'Year': '2025', 'Team': 'SSG', 'Avg': '0.220', 'Hit': '28', 'HomeRun': '3'}, {'Avg': '0.235', 'Hit': '103', 'HomeRun': '9'}]"
